Project ID,Project Name,Project Start Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Program Group,Project Completion Date,Extended Affordability Status,Planned Tax Benefit,subject_to_ll44,Financing Type
67130,COMMUNITY ACCESS. 1159 RIVER AVENUE,2019-12-18T00:00:00.000,988878,1159,RIVER AVENUE,Bronx,10452,,,BX-04,16,197,BX0401,40.834635,-73.921947,,,2025-02-13T00:00:00.000,New Construction,No,Non Prevailing Wage,148.0,,96.0,,,1.0,145.0,28.0,55.0,17.0,,,,,245.0,,245.0,245,Multifamily Finance Program,2025-02-13T00:00:00.000,No,420c,True,HPD Financed
67134,111 W 71ST STREET,2019-04-29T00:00:00.000,34782,111,WEST 71 STREET,Manhattan,10023,1011430030,1029886,MN-07,6,157,MN0701,40.776911,-73.979694,40.777067,-73.979535,2020-11-13T00:00:00.000,Preservation,No,Non Prevailing Wage,,,111.0,,,,89.0,22.0,,,,,,,111.0,,111.0,113,Multifamily Incentives Program,2020-11-13T00:00:00.000,No,,False,Not Subject to LL44
67145,CONFIDENTIAL,2018-04-05T00:00:00.000,,----,----,Staten Island,,,,SI-01,49,,,,,,,2018-04-05T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-04-05T00:00:00.000,No,,False,Not Subject to LL44
67146,CONFIDENTIAL,2018-04-06T00:00:00.000,,----,----,Brooklyn,,,,BK-05,42,,,,,,,2018-04-06T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-04-06T00:00:00.000,No,,False,Not Subject to LL44
67152,CONFIDENTIAL,2018-04-11T00:00:00.000,,----,----,Brooklyn,,,,BK-15,48,,,,,,,2018-04-11T00:00:00.000,New Construction,No,Non Prevailing Wage,,1.0,,,,,,1.0,,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-04-11T00:00:00.000,No,,False,Not Subject to LL44
67154,2126 MAPES AVENUE,2019-06-26T00:00:00.000,989040,2126-28,MAPES AVENUE,Bronx,10460,2031117501,2000000,BX-06,15,36501,BX0602,40.847537,-73.884742,40.847307,-73.884508,2021-01-13T00:00:00.000,New Construction,No,Non Prevailing Wage,8.0,4.0,17.0,,,1.0,2.0,6.0,16.0,6.0,,,,,30.0,,30.0,30,Small Homes Program,2021-01-13T00:00:00.000,No,420c,True,HPD Financed
67156,CONFIDENTIAL,2018-04-13T00:00:00.000,,----,----,Bronx,,,,BX-12,12,,,,,,,2018-04-13T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-04-13T00:00:00.000,No,,False,Not Subject to LL44
67158,CONFIDENTIAL,2018-04-18T00:00:00.000,,----,----,Brooklyn,,,,BK-04,34,,,,,,,2018-04-18T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-04-18T00:00:00.000,No,,False,Not Subject to LL44
67159,CONFIDENTIAL,2018-04-02T00:00:00.000,,----,----,Brooklyn,,,,BK-06,38,,,,,,,2018-04-02T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-04-02T00:00:00.000,No,,False,Not Subject to LL44
67161,CONFIDENTIAL,2018-04-25T00:00:00.000,,----,----,Staten Island,,,,SI-01,49,,,,,,,2018-04-25T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-04-25T00:00:00.000,No,,False,Not Subject to LL44
67162,CONFIDENTIAL,2018-02-15T00:00:00.000,,----,----,Staten Island,,,,SI-02,51,,,,,,,2018-02-15T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-02-15T00:00:00.000,No,,False,Not Subject to LL44
67189,CONFIDENTIAL,2018-05-16T00:00:00.000,,----,----,Bronx,,,,BX-09,17,,,,,,,2018-10-01T00:00:00.000,Preservation,No,Non Prevailing Wage,,,,4.0,,,,,,4.0,,,,,,4.0,4.0,4,Homeowner Assistance Program,2018-10-01T00:00:00.000,No,,False,Not Subject to LL44
67200,WEEKSVILLE,2022-08-19T00:00:00.000,1004976,1559,PROSPECT PLACE,Brooklyn,11233,3013630090,3000000,BK-08,41,359,BK0802,40.672925,-73.924479,40.673172,-73.924533,2025-02-21T00:00:00.000,New Construction,No,Non Prevailing Wage,10.0,21.0,13.0,,,1.0,22.0,8.0,15.0,,,,,,45.0,,45.0,45,Small Homes Program,2025-02-21T00:00:00.000,No,420c,True,HPD Financed
67201,HABITAT NET ZERO,2022-02-23T00:00:00.000,529131,126-01,116 AVENUE,Queens,11420,4116700040,4000000,QN-10,28,176,QN1001,40.677051,-73.812475,40.677277,-73.812582,,New Construction,No,Non Prevailing Wage,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,1,Multifamily Finance Program,,No,Article XI,False,Not Subject to LL44
67201,HABITAT NET ZERO,2022-02-23T00:00:00.000,543067,114-11,130 STREET,Queens,11420,4116560067,4251748,QN-10,28,174,QN1001,40.680889,-73.811415,40.680933,-73.811097,2023-11-28T00:00:00.000,Preservation,No,Non Prevailing Wage,,,,1.0,,,,,,,1.0,,,,,1.0,1.0,1,Multifamily Finance Program,,No,Article XI,False,Not Subject to LL44
67201,HABITAT NET ZERO,2022-02-23T00:00:00.000,547824,133-24,135 PLACE,Queens,11420,4117950068,4256344,QN-10,28,814,QN1001,40.66879,-73.802653,40.66826,-73.802925,2023-11-28T00:00:00.000,Preservation,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Multifamily Finance Program,,No,Article XI,False,Not Subject to LL44
67201,HABITAT NET ZERO,2022-02-23T00:00:00.000,552822,117-11,143 STREET,Queens,11436,4120170049,4000000,QN-12,28,18402,QN1203,40.678762,-73.798034,40.678794,-73.797713,,New Construction,No,Non Prevailing Wage,,,,1.0,,,,,,,1.0,,,,,1.0,1.0,1,Multifamily Finance Program,,No,Article XI,False,Not Subject to LL44
67201,HABITAT NET ZERO,2022-02-23T00:00:00.000,603516,106-10,215 STREET,Queens,11429,4110990062,4000000,QN-13,27,540,QN1303,40.710561,-73.743468,40.710746,-73.743806,,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,1,Multifamily Finance Program,,No,Article XI,False,Not Subject to LL44
67201,HABITAT NET ZERO,2022-02-23T00:00:00.000,654963,142-06,FOCH BOULEVARD,Queens,11436,4120140003,4260618,QN-12,28,182,QN1203,40.67875,-73.799426,40.678514,-73.799358,2023-12-06T00:00:00.000,Preservation,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Multifamily Finance Program,,No,Article XI,False,Not Subject to LL44
67201,HABITAT NET ZERO,2022-02-23T00:00:00.000,989014,198-16,116 AVENUE,Queens,11412,4110700147,4000000,QN-12,27,530,QN1205,40.695543,-73.754406,40.695405,-73.753999,,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1,Multifamily Finance Program,,No,Article XI,False,Not Subject to LL44
67201,HABITAT NET ZERO,2022-02-23T00:00:00.000,989017,214-15,HOLLIS AVENUE,Queens,11429,4110990076,4000000,QN-13,27,540,QN1303,40.709884,-73.743871,40.710114,-73.743813,,New Construction,No,Non Prevailing Wage,,,,2.0,,,,,,2.0,,,,,,2.0,2.0,2,Multifamily Finance Program,,No,Article XI,False,Not Subject to LL44
67201,HABITAT NET ZERO,2022-02-23T00:00:00.000,989018,99-19,194 STREET,Queens,11423,4108410001,4000000,QN-12,27,50201,QN1206,40.709992,-73.765102,40.709717,-73.764706,,New Construction,No,Non Prevailing Wage,,,2.0,,,,,,,2.0,,,,,,2.0,2.0,2,Multifamily Finance Program,,No,Article XI,False,Not Subject to LL44
67201,HABITAT NET ZERO,2022-02-23T00:00:00.000,989021,209-26,NASHVILLE BOULEVARD,Queens,11411,4110550021,4000000,QN-13,27,53401,QN1304,40.698553,-73.743792,40.698747,-73.743445,,New Construction,No,Non Prevailing Wage,,,,2.0,,,,,,2.0,,,,,,2.0,2.0,2,Multifamily Finance Program,,No,Article XI,False,Not Subject to LL44
67201,HABITAT NET ZERO,2022-02-23T00:00:00.000,989026,100-40,202 STREET,Queens,11423,4108680026,4232360,QN-12,27,50202,QN1206,40.710701,-73.757553,40.709812,-73.757473,,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Multifamily Finance Program,,No,Article XI,False,Not Subject to LL44
67201,HABITAT NET ZERO,2022-02-23T00:00:00.000,989028,111-50,WITTHOFF STREET,Queens,11429,4111270044,4000000,QN-13,27,538,QN1303,40.706547,-73.743033,40.706523,-73.743509,,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1,Multifamily Finance Program,,No,Article XI,False,Not Subject to LL44
67201,HABITAT NET ZERO,2022-02-23T00:00:00.000,989029,202-06,116 AVENUE,Queens,11412,4110740054,4000000,QN-12,27,530,QN1205,40.696469,-73.750883,40.696307,-73.750681,,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,1,Multifamily Finance Program,,No,Article XI,False,Not Subject to LL44
67209,BRIDGE COALITION L.P.YR15.FY25,2024-10-31T00:00:00.000,20517,210,EAST 124 STREET,Manhattan,10035,1017880043,1054653,MN-11,8,194,MN1102,40.802813,-73.935822,40.802509,-73.935677,,Preservation,Yes,Non Prevailing Wage,,7.0,7.0,,,1.0,,10.0,5.0,,,,,,15.0,,15.0,15,Multifamily Finance Program,,Yes,420c,False,Not Subject to LL44
67224,CONFIDENTIAL,2018-05-02T00:00:00.000,,----,----,Queens,,,,QN-14,31,,,,,,,2018-05-02T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-05-02T00:00:00.000,No,,False,Not Subject to LL44
67225,CONFIDENTIAL,2018-05-04T00:00:00.000,,----,----,Bronx,,,,BX-06,15,,,,,,,2018-05-04T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,1,Homeowner Assistance Program,2018-05-04T00:00:00.000,No,,False,Not Subject to LL44
67226,CONFIDENTIAL,2018-05-09T00:00:00.000,,----,----,Queens,,,,QN-12,28,,,,,,,2018-05-09T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-05-09T00:00:00.000,No,,False,Not Subject to LL44
67227,CONFIDENTIAL,2018-05-08T00:00:00.000,,----,----,Queens,,,,QN-13,31,,,,,,,2018-05-08T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-05-08T00:00:00.000,No,,False,Not Subject to LL44
67228,CONFIDENTIAL,2018-05-15T00:00:00.000,,----,----,Brooklyn,,,,BK-15,46,,,,,,,2018-05-15T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-05-15T00:00:00.000,No,,False,Not Subject to LL44
67229,CONFIDENTIAL,2018-05-21T00:00:00.000,,----,----,Bronx,,,,BX-09,18,,,,,,,2018-05-21T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-05-21T00:00:00.000,No,,False,Not Subject to LL44
67231,WEST END. 483 WEST END AVE. WEST END INTERGENERATIONAL,2018-06-22T00:00:00.000,44024,483,WEST END AVENUE,Manhattan,10024,1012450070,1033820,MN-07,6,171,MN0702,40.787072,-73.9792,40.787182,-73.979452,2018-06-22T00:00:00.000,Preservation,Yes,Non Prevailing Wage,24.0,,16.0,,,,40.0,,,,,,,,40.0,,40.0,40,Multifamily Finance Program,2018-06-22T00:00:00.000,Yes,,False,Not Subject to LL44
67268,875 4 AVE,2021-02-24T00:00:00.000,986508,875,4 AVENUE,Brooklyn,11232,3006810001,3010094,BK-07,38,101,BK0702,40.656237,-74.002408,40.65608,-74.002018,2025-03-25T00:00:00.000,New Construction,No,Non Prevailing Wage,,,27.0,,18.0,,6.0,29.0,10.0,,,,,,45.0,,45.0,150,Multifamily Incentives Program,2025-03-25T00:00:00.000,No,421a,False,Not Subject to LL44
67271,CONFIDENTIAL,2018-06-18T00:00:00.000,,----,----,Queens,,,,QN-08,24,,,,,,,2018-06-18T00:00:00.000,New Construction,No,Non Prevailing Wage,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-06-18T00:00:00.000,No,,False,Not Subject to LL44
67272,CONFIDENTIAL,2018-06-06T00:00:00.000,,----,----,Queens,,,,QN-13,27,,,,,,,2018-06-06T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-06-06T00:00:00.000,No,,False,Not Subject to LL44
67273,CONFIDENTIAL,2018-06-04T00:00:00.000,,----,----,Queens,,,,QN-12,28,,,,,,,2018-06-04T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-06-04T00:00:00.000,No,,False,Not Subject to LL44
67275,CONFIDENTIAL,2018-06-08T00:00:00.000,,----,----,Brooklyn,,,,BK-05,42,,,,,,,2018-06-08T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-06-08T00:00:00.000,No,,False,Not Subject to LL44
67278,CONFIDENTIAL,2018-06-22T00:00:00.000,,----,----,Queens,,,,QN-10,32,,,,,,,2018-06-22T00:00:00.000,New Construction,No,Non Prevailing Wage,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-06-22T00:00:00.000,No,,False,Not Subject to LL44
67279,CONFIDENTIAL,2018-06-22T00:00:00.000,,----,----,Brooklyn,,,,BK-17,45,,,,,,,2018-06-22T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,1,Homeowner Assistance Program,2018-06-22T00:00:00.000,No,,False,Not Subject to LL44
67286,ROCKAWAY VILLAGE PHASE 1B (RITA STARK SITE),2019-12-30T00:00:00.000,986841,20-52,MOTT AVENUE,Queens,11691,4155377501,4000000,QN-14,31,103202,QN1401,40.604427,-73.753203,40.6053,-73.753265,2022-06-27T00:00:00.000,New Construction,No,Non Prevailing Wage,24.0,92.0,114.0,,,1.0,19.0,77.0,102.0,33.0,,,,,231.0,,231.0,231,Multifamily Finance Program,2024-12-10T00:00:00.000,No,420c,True,HPD Financed
67286,ROCKAWAY VILLAGE PHASE 1B (RITA STARK SITE),2019-12-30T00:00:00.000,989998,20-10,MOTT AVENUE,Queens,11691,4155377501,4000000,QN-14,31,103202,QN1401,40.604334,-73.752998,40.6053,-73.753265,2022-05-27T00:00:00.000,New Construction,No,Non Prevailing Wage,8.0,34.0,43.0,,,,13.0,22.0,37.0,13.0,,,,,85.0,,85.0,85,Multifamily Finance Program,2024-12-10T00:00:00.000,No,420c,True,HPD Financed
67287,WIN. 14-35 MOTT AVENUE. GREENPORT II - SOUTH,2019-06-28T00:00:00.000,999557,1403,GATEWAY BOULEVARD,Queens,11691,4155740036,4619442,QN-14,31,101003,QN1401,40.601734,-73.749014,40.601538,-73.748623,2021-07-29T00:00:00.000,New Construction,No,Non Prevailing Wage,63.0,,,,,,,18.0,40.0,5.0,,,,,63.0,,63.0,63,Multifamily Finance Program,2022-05-09T00:00:00.000,No,420c,True,HPD Financed
67291,3190 RIVERDALE AVENUE APARTMENTS,2018-05-11T00:00:00.000,972569,3190,RIVERDALE AVENUE,Bronx,10463,2057150184,2128434,BX-08,11,285,BX0802,40.882521,-73.908597,40.882353,-73.908333,2019-01-09T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,4.0,,,,,4.0,,,,,,4.0,,4.0,13,Multifamily Incentives Program,2019-01-09T00:00:00.000,No,421a,False,Not Subject to LL44
67292,880 METRO REALTY,2018-05-08T00:00:00.000,973786,878,METROPOLITAN AVENUE,Brooklyn,11211,3029160032,3426724,BK-01,34,481,BK0104,40.714632,-73.93977,40.714405,-73.939709,2018-05-08T00:00:00.000,New Construction,No,Non Prevailing Wage,,,6.0,,,,,6.0,,,,,,,6.0,,6.0,28,Multifamily Incentives Program,2018-05-08T00:00:00.000,No,421a,False,Not Subject to LL44
67293,89 BARTLETT STREET,2018-05-08T00:00:00.000,978521,89,BARTLETT STREET,Brooklyn,11206,3022707501,3424167,BK-01,33,507,BK0103,40.702105,-73.944975,40.702221,-73.945267,2019-04-24T00:00:00.000,New Construction,No,Non Prevailing Wage,,,16.0,,,,,16.0,,,,,,,16.0,,16.0,64,Multifamily Incentives Program,2019-04-24T00:00:00.000,No,421a,False,Not Subject to LL44
67294,730 PROSPECT PLACE,2018-05-07T00:00:00.000,868328,730,PROSPECT PLACE,Brooklyn,11216,3012330016,3418102,BK-08,36,31701,BK0802,40.674416,-73.952154,40.674167,-73.952356,2019-01-10T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3.0,8,Multifamily Incentives Program,2019-01-10T00:00:00.000,No,421a,False,Not Subject to LL44
67295,1701 PARKVIEW AVENUE,2018-05-02T00:00:00.000,101492,1701,PARKVIEW AVENUE,Bronx,10461,2041770028,2046306,BX-10,13,26602,BX1003,40.846841,-73.827907,40.846715,-73.828034,2018-12-19T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,,7.0,,,3.0,4.0,,,,,,7.0,,7.0,35,Multifamily Incentives Program,2018-12-19T00:00:00.000,No,421a,False,Not Subject to LL44
67296,5959 BROADWAY,2018-04-30T00:00:00.000,51658,5959,BROADWAY,Bronx,10463,2057760621,2124471,BX-08,11,285,BX0802,40.888954,-73.898533,40.889218,-73.898981,2021-11-05T00:00:00.000,New Construction,No,Non Prevailing Wage,,,15.0,,,,,12.0,3.0,,,,,,15.0,,15.0,72,Multifamily Incentives Program,2021-11-05T00:00:00.000,No,421a,False,Not Subject to LL44
67297,85 ROGERS AVENUE,2018-04-25T00:00:00.000,971280,85,ROGERS AVENUE,Brooklyn,11216,3012260080,3030986,BK-08,36,31701,BK0802,40.674804,-73.952809,40.674683,-73.952665,2020-03-11T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,,3.0,,,,3.0,,,,,,3.0,,3.0,10,Multifamily Incentives Program,2020-03-11T00:00:00.000,No,421a,False,Not Subject to LL44
67298,510 FLATBUSH APARTMENTS,2018-04-23T00:00:00.000,895471,510,FLATBUSH AVENUE,Brooklyn,11225,3050240053,3397203,BK-09,40,327,BK0902,40.661835,-73.961541,40.661566,-73.96183,2018-12-05T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,,16.0,,6.0,3.0,7.0,,,,,,16.0,,16.0,51,Multifamily Incentives Program,2018-12-05T00:00:00.000,No,421a,False,Not Subject to LL44
67299,867 DEKALB AVENUE,2018-04-23T00:00:00.000,974817,867,DE KALB AVENUE,Brooklyn,11221,3017770058,3418264,BK-03,36,281,BK0302,40.692494,-73.941694,40.692708,-73.941784,2018-10-25T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,2.0,9.0,,,5.0,6.0,,,,,,11.0,,11.0,35,Multifamily Incentives Program,2018-10-25T00:00:00.000,No,421a,False,Not Subject to LL44
67300,1360 1364 PURDY STREET APARTMENTS,2018-04-19T00:00:00.000,104796,1364,PURDY STREET,Bronx,10462,2039350040,2127448,BX-09,18,222,BX0904,40.835084,-73.852992,40.83599,-73.852896,2018-11-09T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,,5.0,,,2.0,3.0,,,,,,5.0,,5.0,16,Multifamily Incentives Program,2018-11-09T00:00:00.000,No,421a,False,Not Subject to LL44
67301,89-07 148TH STREET,2024-04-10T00:00:00.000,986524,89-07,148 STREET,Queens,11435,4096810047,4000000,QN-12,27,240,QN1201,40.703975,-73.80749,40.703944,-73.80718,,New Construction,No,Non Prevailing Wage,,,17.0,,71.0,,14.0,64.0,10.0,,,,,,88.0,,88.0,89,Multifamily Incentives Program,,No,421a,False,Not Subject to LL44
67302,176 KNICKERBOCKER AVENUE,2018-06-28T00:00:00.000,321166,176,KNICKERBOCKER AVENUE,Brooklyn,11237,3031650029,3414343,BK-04,34,427,BK0401,40.703921,-73.927362,40.703756,-73.927557,2019-03-28T00:00:00.000,New Construction,No,Non Prevailing Wage,,,2.0,,,,,2.0,,,,,,,2.0,,2.0,8,Multifamily Incentives Program,2019-03-28T00:00:00.000,No,421a,False,Not Subject to LL44
67303,916 BERGEN APARTMENTS,2018-06-27T00:00:00.000,209116,916,BERGEN STREET,Brooklyn,11238,3011490036,3028302,BK-08,35,305,BK0802,40.677103,-73.957231,40.676798,-73.957069,2019-03-20T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,,4.0,,1.0,,,3.0,,,,,4.0,,4.0,12,Multifamily Incentives Program,2019-03-20T00:00:00.000,No,421a,False,Not Subject to LL44
67304,89-15 138TH STREET APARTMENTS,2018-06-25T00:00:00.000,550159,89-15,138 STREET,Queens,11435,4099740035,4213683,QN-12,24,212,QN1201,40.701291,-73.814365,40.701573,-73.81422,2019-04-16T00:00:00.000,New Construction,No,Non Prevailing Wage,,,2.0,,,,,1.0,1.0,,,,,,2.0,,2.0,8,Multifamily Incentives Program,2019-04-16T00:00:00.000,No,421a,False,Not Subject to LL44
67305,88 HART STREET,2018-06-22T00:00:00.000,966625,88,HART STREET,Brooklyn,11206,3017710011,3322100,BK-03,36,261,BK0301,40.693249,-73.948022,40.693016,-73.948094,2019-06-21T00:00:00.000,New Construction,No,Non Prevailing Wage,,,2.0,,,,,2.0,,,,,,,2.0,,2.0,10,Multifamily Incentives Program,2019-06-21T00:00:00.000,No,421a,False,Not Subject to LL44
67306,94 SOUTH 4TH STREET,2018-06-21T00:00:00.000,947629,94,SOUTH 4 STREET,Brooklyn,11249,3024430011,3422316,BK-01,34,549,BK0102,40.712326,-73.96412,40.712159,-73.9643,2018-06-21T00:00:00.000,New Construction,No,Non Prevailing Wage,,,2.0,,,,,2.0,,,,,,,2.0,,2.0,7,Multifamily Incentives Program,2018-06-21T00:00:00.000,No,421a,False,Not Subject to LL44
67307,577 WEST 161ST STREET APARTMENTS,2018-06-14T00:00:00.000,973169,577,WEST 161 STREET,Manhattan,10032,1021207501,1090787,MN-12,10,245,MN1201,40.836168,-73.942103,40.836486,-73.942308,2019-05-17T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,,6.0,,,6.0,,,,,,,6.0,,6.0,20,Multifamily Incentives Program,2019-05-17T00:00:00.000,No,421a,False,Not Subject to LL44
67308,168-05 DEPOT ROAD,2018-06-12T00:00:00.000,982670,168-05,DEPOT ROAD,Queens,11358,4052950024,4119742,QN-07,19,1175,QN0704,40.761491,-73.798,40.761565,-73.79787,2019-02-12T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,2.0,,,,,,3.0,,3.0,7,Multifamily Incentives Program,2019-02-12T00:00:00.000,No,421a,False,Not Subject to LL44
67309,"MAYA, THE",2018-06-11T00:00:00.000,703839,177-30,WEXFORD TERRACE,Queens,11432,4098350033,4617567,QN-08,24,466,QN0804,40.713102,-73.785983,40.712852,-73.785984,2019-04-24T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,21.0,,,6.0,12.0,3.0,,,,,,21.0,,21.0,68,Multifamily Incentives Program,2019-04-24T00:00:00.000,No,421a,False,Not Subject to LL44
67310,1779 WEEKS AVENUE APARTMENTS,2018-06-08T00:00:00.000,120827,1779,WEEKS AVENUE,Bronx,10457,2027960036,2129356,BX-05,14,22901,BX0502,40.846249,-73.907447,40.846372,-73.907703,2018-11-21T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,,3.0,,1.0,2.0,,,,,,,3.0,,3.0,10,Multifamily Incentives Program,2018-11-21T00:00:00.000,No,421a,False,Not Subject to LL44
67311,1164 & 1168 GREENE AVENUE,2018-06-07T00:00:00.000,303789,1164,GREENE AVENUE,Brooklyn,11221,3032960014,3413949,BK-04,37,419,BK0402,40.694599,-73.922897,40.69436,-73.922782,2019-09-25T00:00:00.000,New Construction,No,Non Prevailing Wage,,,4.0,,,,,2.0,2.0,,,,,,4.0,,4.0,20,Multifamily Incentives Program,2019-09-25T00:00:00.000,No,421a,False,Not Subject to LL44
67312,1068 FULTON STREET APARTMENTS,2018-06-06T00:00:00.000,980696,1068,FULTON STREET,Brooklyn,11238,3020160012,3422360,BK-03,36,227,BK0301,40.68164,-73.958137,40.681352,-73.958105,2019-04-05T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,,13.0,,,6.0,7.0,,,,,,13.0,,13.0,41,Multifamily Incentives Program,2019-04-05T00:00:00.000,No,421a,False,Not Subject to LL44
67313,1072 UNIVERSITY AVENUE,2018-05-31T00:00:00.000,983111,1072,UNIVERSITY AVENUE,Bronx,10452,2025260147,2127737,BX-04,16,193,BX0402,40.835124,-73.929994,40.835074,-73.929745,2019-02-21T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,,3.0,,1.0,1.0,1.0,,,,,,3.0,,3.0,10,Multifamily Incentives Program,2019-02-21T00:00:00.000,No,421a,False,Not Subject to LL44
67314,2118 MAPES AVENUE APARTMENTS,2018-05-29T00:00:00.000,979971,2118,MAPES AVENUE,Bronx,10460,2031110001,2127327,BX-06,15,36501,BX0602,40.847077,-73.885134,40.846835,-73.884921,2018-07-20T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,,13.0,,1.0,6.0,6.0,,,,,,13.0,,13.0,43,Multifamily Incentives Program,2018-07-20T00:00:00.000,No,421a,False,Not Subject to LL44
67315,2183 3RD AVENUE,2018-05-29T00:00:00.000,2071,2183,3 AVENUE,Manhattan,10035,1017840002,1088905,MN-11,8,194,MN1102,40.79998,-73.938508,40.799916,-73.938219,,New Construction,No,Non Prevailing Wage,,,12.0,,,,4.0,5.0,3.0,,,,,,12.0,,12.0,58,Multifamily Incentives Program,,No,421a,False,Not Subject to LL44
67316,233 BUFFALO AVENUE,2018-05-25T00:00:00.000,979947,1611,STERLING PLACE,Brooklyn,11233,3013750001,3036629,BK-08,41,359,BK0802,40.671174,-73.92526,40.671281,-73.925018,2019-01-16T00:00:00.000,New Construction,No,Non Prevailing Wage,,,,,3.0,,,,,3.0,,,,,3.0,,3.0,9,Multifamily Incentives Program,2019-01-16T00:00:00.000,No,421a,False,Not Subject to LL44
