projectdwid,projectid,projectname,programname,startdate,projectedcompletiondate,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,commercial_square_footage,borrower_legal_entity_name,general_contractor_name,is_davis_bacon,is_section_220_nys_labor_law
35112,58608,DON L.W. RESYNDICATION,Multifamily Finance Program,2016-06-29T00:00:00.000,2017-12-01T00:00:00.000,270,0,270.0,270,12285.0,Don L.W. LLC,FG-PH Corporation,No,No
35117,58621,TREE OF LIFE,Multifamily Finance Program,2017-05-24T00:00:00.000,,174,0,174.0,174,15362.0,"TOL WORKFORCE, LLC",BANTA HOMES CORP.,No,No
35116,58623,BRONXVIEW AT SERVIAM,Multifamily Finance Program,2018-06-22T00:00:00.000,2021-08-26T00:00:00.000,114,0,114.0,114,0.0,BRONXVIEW LLC,Galaxy,No,No
35118,58625,ONE FLUSHING,Multifamily Finance Program,2016-12-29T00:00:00.000,2020-03-25T00:00:00.000,232,0,232.0,232,25251.0,ONE FLUSHING HOUSING DECVELOPMENT,MONADNOCK CONSTRUCTION,No,No
35119,58631,603 JACKSON AVENUE,Small Homes Program,2016-11-30T00:00:00.000,2020-11-04T00:00:00.000,25,0,25.0,25,2194.0,603 PONTIAC ASSOCIATES LLC,Galaxy,No,No
35124,58638,491 Gerard Avenue,Multifamily Finance Program,2016-06-23T00:00:00.000,2018-07-05T00:00:00.000,153,0,153.0,153,0.0,RAM HOUSING LLC,Monadnock Construction,No,No
35138,58658,LA CASA NUESTRA HDFC.YR15.FY17,Multifamily Finance Program,2016-11-03T00:00:00.000,,42,0,42.0,42,1612.0,LA CASA NUESTRA HOUSING DEVELOPMENT,BRISA BUILDERS CORP,No,No
35143,58659,Melrose Estates,Multifamily Finance Program,2016-06-28T00:00:00.000,2020-02-18T00:00:00.000,112,0,112.0,112,3288.0,MELROSE PARK HOUSING DEVELOPMENT,R and S Construction Corp.,No,No
35141,58661,RICOS PLACE HDFC.YR15.FY18,Multifamily Finance Program,2017-12-27T00:00:00.000,2021-02-02T00:00:00.000,14,0,14.0,14,0.0,RICOS PLACE HOUSING DEVELOPMENT,ZAMAN CONSTRUCTION CORP.,No,No
35140,58666,BRKG GND. AAPCI. 3 LIVONIA AVE. EDWIN'S PLACE,Multifamily Finance Program,2018-06-28T00:00:00.000,2020-09-22T00:00:00.000,126,0,126.0,126,0.0,EDWIN'S PLACE LP,MEGA CONTRACTING GROUP LLC,Yes,No
35139,58671,COMUNILIFE. 760 BROADWAY. WOODHULL COMMUNITY RESIDEN,Multifamily Finance Program,2017-05-12T00:00:00.000,2018-12-20T00:00:00.000,89,0,89.0,89,0.0,WOODHULL COMUNILIFE ASSOCIATES LP,MEGA CONTRACTING GROUP LLC,No,No
35208,58733,3365 Third Avenue,Small Homes Program,2016-06-30T00:00:00.000,2018-08-16T00:00:00.000,30,0,30.0,30,0.0,BP THIRD AVE LP,HOMEBUILDERS I L P,No,No
35243,58780,DINSMORE CHESTNUT,Multifamily Finance Program,2019-12-20T00:00:00.000,,275,0,275.0,275,6264.0,CHESTNUT COMMONS APARTMENTS LLC,LETTIRE CONSTRUCTION CORP.,No,No
35257,58790,RBSCC.297 Wilson Ave. Plaza de los Ancianos,Multifamily Finance Program,2016-06-27T00:00:00.000,2016-08-25T00:00:00.000,95,0,95.0,95,0.0,PLAZA DE LOS ANCIANOS DE WILSON,Prisma Construction Inc,No,No
35259,58792,KINGS BAY HOUSING CO. INC. II,Multifamily Finance Program,2016-06-15T00:00:00.000,2018-11-19T00:00:00.000,0,540,540.0,540,0.0,KINGSBAY SEC 1 CO-OP,FUTURA BUILDERS GROUP INC,No,No
35260,58793,PCMH. 500 GATES AVENUE,Multifamily Finance Program,2016-12-08T00:00:00.000,2018-10-11T00:00:00.000,68,0,68.0,68,0.0,"PCMH GATES, L.P.",MEGA CONTRACTING GROUP LLC,Yes,No
35289,58823,404 QUINCY STREET,Multifamily Finance Program,2016-08-17T00:00:00.000,2018-03-05T00:00:00.000,6,0,6.0,6,1875.0,VANGELI LTD,"Shamas Contracting Co., Inc.",No,No
35304,58829,JDD COURT HDFC,Multifamily Finance Program,2016-12-21T00:00:00.000,2018-02-08T00:00:00.000,68,0,68.0,68,1900.0,JDD COURT HOUSING DEVELOPMENT FUND,"Shamas Contracting Co., Inc.",No,No
39966,58855,Lincoln Place,Multifamily Finance Program,2016-06-28T00:00:00.000,2020-08-10T00:00:00.000,54,0,54.0,54,0.0,LINCOLN PLACE ASSOCIATES INC,Galaxy,No,No
35352,58860,BEC CONTINUUM HDFC.YR15.FY2017,Multifamily Finance Program,2017-06-30T00:00:00.000,,550,0,550.0,550,12966.0,BEC CONTINUUM OWNER LLC,NOTIAS CONSTRUCTION INC,No,No
35334,58863,Bronx Shepherds,Multifamily Finance Program,2016-03-08T00:00:00.000,2018-08-02T00:00:00.000,333,0,333.0,333,4100.0,CPE EQUITIES LLC,"Erin Construction and Development Co., Inc",No,No
35340,58864,US LOTTPORT HDFC.YR15.FY2017,Multifamily Finance Program,2016-12-28T00:00:00.000,2019-04-02T00:00:00.000,61,0,61.0,61,0.0,US LOTTPORT HOUSING DEVELOPMENT FUND CORPORATION,P&S CONSTRUCTION NY,No,No
35337,58871,SHERMAN CLUSTER HDFC.YR15.FY21,Multifamily Finance Program,2021-06-30T00:00:00.000,,187,0,187.0,187,1760.0,MAYANNIE LLC,NO GENERAL CONTRACTOR,No,No
35336,58876,NEW VISION COMMUNITY REDEVELOPMENT HDFC,Multifamily Finance Program,2017-02-02T00:00:00.000,2019-08-15T00:00:00.000,194,0,194.0,194,0.0,South Bronx Community Corporation HDFC,FG-PH Corp.,No,No
35353,58885,MCGEE PLAZA HDFC.YR15.FY2017,Multifamily Finance Program,2017-06-16T00:00:00.000,2019-09-17T00:00:00.000,24,0,24.0,24,2000.0,MCGEE PLAZA HDFC,"Shamas Contracting Co., Inc.",No,No
35355,58887,EAST CHINATOWN HDFC,Multifamily Finance Program,2016-06-27T00:00:00.000,2017-06-22T00:00:00.000,54,0,54.0,54,5000.0,EAST CHINATOWN HOUSING DEVELOPMENT,DAVID JABLON,No,No
35361,58889,KENMORE HALL ASSOCIATES LP.YR15.FY17,Multifamily Finance Program,2016-12-28T00:00:00.000,2020-12-02T00:00:00.000,327,0,327.0,327,7848.0,KENMORE ASSOCIATES L P,"ERIN CONSTRUCTION & DEVELOPMENT CO., INC.",No,No
35360,58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,Multifamily Finance Program,2016-12-28T00:00:00.000,2018-12-31T00:00:00.000,506,0,506.0,506,11872.0,HOPE EAST OF FIFTH LLC,NOTIAS CONSTRUCTION INC,No,No
35388,58908,Monsignor Alexius Jarka Hall,Multifamily Finance Program,2016-03-23T00:00:00.000,2017-03-27T00:00:00.000,63,0,63.0,63,0.0,MONSIGNOR ALEXIS JARKA HALL HOUSING,FG-PH Corporation,No,No
37604,58936,COMMUNITY ACCESS.985 BRUCKNER BLVD,Multifamily Finance Program,2017-12-28T00:00:00.000,2020-05-19T00:00:00.000,215,0,215.0,215,0.0,985 BRUCKNER BOULEVARD OWNERS LLC,MONADNOCK CONSTRUCTION,No,No
37629,58954,94-02 148th Street,Multifamily Finance Program,2016-06-28T00:00:00.000,2018-09-24T00:00:00.000,380,0,380.0,380,0.0,94TH AVENUE JAMAICA LLC,"Artimus Construction, Inc.",No,No
37627,58955,STORY AVENUE WEST,Multifamily Finance Program,2016-12-22T00:00:00.000,2019-09-30T00:00:00.000,223,0,223.0,223,0.0,STORY AVENUE WEST RESIDENTIAL LLC,L&M GROUP BUILDERS LLC,No,No
37640,58965,CONCERN. WEST 21ST STREET. CONEY ISLAND,Multifamily Finance Program,2016-09-22T00:00:00.000,2020-03-05T00:00:00.000,135,0,135.0,135,7815.0,SURF VETS PLACE LLC,"SURF AVENUE CONSTRUCTION, LLC",Yes,No
37638,58966,ALEMBIC. 1880 BOSTON ROAD,Multifamily Finance Program,2016-12-30T00:00:00.000,2018-12-21T00:00:00.000,168,0,168.0,168,0.0,1880 BOSTON ROAD APARTMENTS LLC,LENDLEASE (US) CONSTRUCTION INC.,Yes,No
37645,58972,NOONAN PLAZA HUDMF.FY.2018,Multifamily Finance Program,2017-11-09T00:00:00.000,,283,0,283.0,283,7224.0,NOONAN PLAZA DEVELOPER LLC,GARFIELD CONSTRUCTION LLC,No,No
37655,58980,BRIDGE COMMUNITY,Multifamily Finance Program,2016-10-28T00:00:00.000,2018-09-07T00:00:00.000,36,0,36.0,36,0.0,BRIDGE COMMUNITY ASSOCIATES LLC,FG-PH Corporation,No,No
37666,58992,775 Jennings St HDFC,Multifamily Finance Program,2016-08-18T00:00:00.000,2018-09-19T00:00:00.000,3,10,13.0,13,1732.0,775 JENNINGS STREET HDFC,"Shamas Contracting Co., Inc.",No,No
39935,59031,FAC RENAISSANCE LP.YR15.FY17,Multifamily Finance Program,2016-11-23T00:00:00.000,,64,0,64.0,64,810.0,FAC RENAISSANCE L.P.,Avante Contracting Corp.,No,No
56501,59032,Atlantic Yards B3,Multifamily Finance Program,2015-06-17T00:00:00.000,2017-08-01T00:00:00.000,303,0,303.0,303,0.0,"Pacific Park 30 Sixth Avenue, LLC",Tishman Speyer,No,No
40009,59058,963 ANDERSON AVE.GHPP.FY17,Multifamily Finance Program,2017-06-26T00:00:00.000,2021-01-11T00:00:00.000,52,0,52.0,52,0.0,ANDERSON REHAB ASSOCIATES,LEMLE & WOLFF,No,No
40019,59104,THE BRONXWOOD TOWER INC.HRP.FY19,Multifamily Finance Program,2019-06-21T00:00:00.000,,0,109,109.0,109,1207.0,BRONXWOOD TOWERS INC,"ALPINE CONSTRUCTION SERVICES, INC.",No,No
40016,59105,"214 BAY 44 STREET, BROOKLYN - RESILIENCY",Sandy Program,2017-05-17T00:00:00.000,2019-08-28T00:00:00.000,0,0,,18,2781.0,"EMPIREHD, INC.",EMPIREHD,Yes,No
40027,59117,Fox Hill Apartments,Multifamily Finance Program,2016-06-30T00:00:00.000,2018-01-18T00:00:00.000,364,0,364.0,364,1700.0,FOX HILL HOUSING LLC,GARFIELD CONSTRUCTION LLC,No,No
40213,59388,BRONX PRO. 1017 HOME STREET,Multifamily Finance Program,2017-06-28T00:00:00.000,2019-09-11T00:00:00.000,63,0,63.0,63,0.0,BP 1017 HOME STREET LLC,HOMEBUILDERS I L P,Yes,No
40361,59474,LOTT LEGACY APARTMENTS HDFC.YR15.FY2017,Multifamily Finance Program,2017-06-29T00:00:00.000,2019-06-26T00:00:00.000,359,0,359.0,359,2295.0,LOTT LEGACY APARTMENTS LLC,MDG Design & Construction,No,No
40388,59495,2700 JEROME AVENUE,Multifamily Finance Program,2017-03-16T00:00:00.000,2019-01-31T00:00:00.000,136,0,136.0,136,1200.0,2700 JEROME AVENUE MODERATE LLC,L&M GROUP BUILDERS LLC,No,No
40558,59637,VICTOR SANCHEZ HDFC.HRP.FY17,Multifamily Finance Program,2017-03-24T00:00:00.000,2018-10-09T00:00:00.000,42,0,42.0,42,0.0,GOLDSTEIN HALL PLLC,R&S CONSTRUCTION CORP,No,No
40594,59740,COMMUNITY ACCESS.111 EAST 172ND STREET,Multifamily Finance Program,2016-09-22T00:00:00.000,2019-06-19T00:00:00.000,126,0,126.0,126,0.0,111 EAST 172ND STREET OWNERS LLC,MEGA CONTRACTING GROUP LLC,No,No
40695,59843,JERICHO. 1840-1846 ANTHONY AVENUE,Multifamily Finance Program,2021-10-29T00:00:00.000,,85,0,85.0,85,0.0,JERICHO ANTHONY AVENUE HDFC,J. Pilla Contracting,Yes,No
40810,59946,Tahl-Propp - AIMCO,Multifamily Finance Program,2016-06-30T00:00:00.000,2018-03-14T00:00:00.000,549,0,549.0,549,0.0,TAHL-PROPP AFFORDABLE PRESERVATION,AFFORDABLE APARTMENT CONSTRUCTION,No,No
40887,59976,CANNON HEIGHTS INC,Multifamily Finance Program,2017-07-03T00:00:00.000,,0,171,171.0,171,0.0,CANNON HEIGHTS INC,DUAL FUEL CORP.,No,No
40930,60000,139-141 AVENUE D HDFC.YR15.FY2017,Multifamily Finance Program,2017-06-20T00:00:00.000,2020-09-09T00:00:00.000,45,0,45.0,45,0.0,139-141 AVENUE D HOUSING DEVELOPMENT FUND CORPORATION,"ERIN CONSTRUCTION & DEVELOPMENT CO., INC.",No,No
40950,60020,MORRIS II APARTMENTS,Multifamily Finance Program,2017-04-05T00:00:00.000,2018-11-02T00:00:00.000,154,0,154.0,154,0.0,MORRIS II APARTMENTS LP,MONADNOCK CONSTRUCTION,No,No
40953,60027,163RD ST IMPROVEMENT COUNCIL,Multifamily Finance Program,2017-06-26T00:00:00.000,2020-02-25T00:00:00.000,73,0,73.0,73,3225.0,163RD STREET EQUITIES LLC,Erin Construction & Development,No,No
40973,60031,BELMONT COVE,Multifamily Finance Program,2022-06-29T00:00:00.000,,153,0,153.0,153,0.0,BELMONT COVE LLC,JOY CONSTRUCTION CORP.,No,No
40974,60034,RENEWAL HDFC.GHPP.FY17,Multifamily Finance Program,2017-03-01T00:00:00.000,2017-07-31T00:00:00.000,49,0,49.0,132,4300.0,RENEWAL HOUSING DEVELOPMENT FUND,SOLAR PLUMBING DESIGN INC.,No,No
40989,60041,DORA MCKENZIE HDFC.PLP.FY18,Multifamily Finance Program,2018-06-13T00:00:00.000,2021-03-30T00:00:00.000,8,0,8.0,8,1500.0,DORA MCKENZIE HOUSING DEVELOPMENT FUND CORPORATION,SP CONTRACTORS OF NY INC,No,No
41001,60049,West 204 Street Project,Multifamily Finance Program,2016-08-24T00:00:00.000,2018-10-24T00:00:00.000,83,0,83.0,83,0.0,VERMILYEA WEST ASSOCIATES LLC,Lemle & Wolff Construction Corp,No,No
41016,60102,943-947 TELLER AVENUE HDFC.PLP.FY22,Multifamily Finance Program,2021-09-29T00:00:00.000,,0,36,36.0,36,0.0,943-47 TELLER AVE HDFC,"ERIN CONSTRUCTION & DEVELOPMENT CO., INC.",No,No
41144,60248,15 STRATFORD LLC.GHPP.FY18,Multifamily Finance Program,2018-06-19T00:00:00.000,2020-12-04T00:00:00.000,20,0,20.0,20,0.0,15 STRATFORD LLC,BUILDERS R US CONSTRUCTION CORPORATION,No,No
41143,60249,FOX STREET PRC,Multifamily Finance Program,2016-12-30T00:00:00.000,2019-06-05T00:00:00.000,200,0,200.0,200,0.0,PRC FOX STREET LLC,L. RISO & SONS,No,No
41226,60319,VILLA GARDENS,Multifamily Finance Program,2016-12-29T00:00:00.000,2021-02-16T00:00:00.000,53,0,53.0,53,0.0,VILLA 204 ASSOCIATES LLC,Galaxy,No,No
41248,60327,PROJECT RENEWAL.2865 CRESTON AVE.BEDFORD GREEN HOU,Multifamily Finance Program,2017-06-29T00:00:00.000,2021-12-10T00:00:00.000,118,0,118.0,118,0.0,10 MINERVA PLACE L.P.,CAULDWELL-WINGATE COMPANY LLC,Yes,No
41271,60342,TILDEN TOWERS HOUSING CO. INC.,Multifamily Finance Program,2016-12-29T00:00:00.000,,0,126,126.0,126,0.0,TILDEN TOWERS HOUSING CO. INC.,XINOS CONSTRUCTION CORP,No,No
41291,60361,81 Madison St.,Multifamily Finance Program,2016-08-17T00:00:00.000,2021-07-14T00:00:00.000,20,0,20.0,20,0.0,MADISON STREET HOUSING DEVELOPMENT,R and S Construction Corp.,No,No
41365,60425,LIVONIA PHASE II -SITE 9,Multifamily Finance Program,2017-12-13T00:00:00.000,2020-05-05T00:00:00.000,57,0,57.0,57,7846.0,HELP LIVONIA II LLC,APEX SKYLINE CONSTRUCTION LLC,No,No
41364,60427,HP 109TH STREET HDFC.HUDMF.FY17,Multifamily Finance Program,2017-01-23T00:00:00.000,2018-11-07T00:00:00.000,126,0,126.0,126,0.0,109 MVLM LLC,PYRAMID ETC COMPANIES LLC,No,No
41363,60431,Bronx Brooklyn HDFC,Multifamily Finance Program,2016-07-28T00:00:00.000,2017-09-19T00:00:00.000,324,0,324.0,324,1500.0,BRONX BROOKLYN PRESERVATION LP,"Leggett Builders, LLC",No,No
41371,60434,Marine Terrace Apartments,Multifamily Finance Program,2016-06-30T00:00:00.000,2017-12-31T00:00:00.000,444,0,444.0,444,0.0,MARINE TERRACE PRESERVATION L P,A M K CONTRACTING CORP,No,No
41373,60435,PROVIDENCE HOUSE. 178 HALSEY ST.AND 243 HANCOCK ST,Multifamily Finance Program,2017-09-06T00:00:00.000,2019-12-24T00:00:00.000,21,0,21.0,21,0.0,PH HALSEY HANCOCK PARTNERS LLC,"ERIN CONSTRUCTION & DEVELOPMENT CO., INC.",Yes,No
41424,60505,545 EAST 166TH ST,Small Homes Program,2016-12-27T00:00:00.000,2019-09-17T00:00:00.000,41,0,41.0,41,4354.0,545 E 166 TERRACE LLC,A.A.D. CONSTRUCTION CORP,No,No
41536,60762,Elbee Gardens,Multifamily Finance Program,2016-03-24T00:00:00.000,2016-12-31T00:00:00.000,178,0,178.0,178,0.0,Elbee Gardens Limited Partnership,Chateau GC LLC,No,No
41548,60779,888 FOUNTAIN AVENUE BUILDING A2,Multifamily Finance Program,2016-12-22T00:00:00.000,2020-05-29T00:00:00.000,267,0,267.0,267,0.0,FOUNTAIN SEAVIEW A2 LIMITED,"CHATEAU GC, LLC",No,No
41559,60784,105TH STREET & AMSTERDAM AVENUE PROJECT,Multifamily Finance Program,2019-03-27T00:00:00.000,2022-12-03T00:00:00.000,0,28,28.0,28,2074.0,GENESIS ANCP LLC,PYRAMID ETC COMPANIES LLC,No,No
41585,60810,MLK PLAZA,Multifamily Finance Program,2017-04-05T00:00:00.000,2020-06-03T00:00:00.000,167,0,167.0,167,0.0,MLK PLAZA LLC,"REAL BUILDERS, INC",No,No
41599,60824,CONFIDENTIAL,Multifamily Finance Program,2019-06-21T00:00:00.000,2021-11-24T00:00:00.000,0,0,0.0,0,0.0,-,DP GROUP GENERAL CONTRACTORS,No,No
41744,60963,FAC. 6309 FOURTH AVENUE,Multifamily Finance Program,2019-11-26T00:00:00.000,,84,0,84.0,84,0.0,FAC 6309 FOURTH AVENUE L.P.,"BRUNO FRUSTACI CONTRACTING, INC",Yes,No
41758,60996,WOODSTOCK TERRACE MUTUAL HOUSING CORP,Multifamily Finance Program,2017-06-29T00:00:00.000,,0,320,320.0,320,0.0,WOODSTOCK TERRACE MUTUAL HOUSING CORP.,FUTURA BUILDERS GROUP INC,No,No
41853,61186,CATHOLIC CHARITIES. 879 BECK STREET,Multifamily Finance Program,2017-12-27T00:00:00.000,2021-01-04T00:00:00.000,89,0,89.0,89,0.0,"COMERFORD & DOUGHERTY, LLP","MICHAEL BORRUTO GENERAL CONTRACTOR, INC.",Yes,No
41895,61271,DOE. 555 NEREID AVE. MULLER,Multifamily Finance Program,2019-03-28T00:00:00.000,2021-07-09T00:00:00.000,90,0,90.0,90,0.0,UNITED SERVICES APARTMENTS LLC,CRESCENT BUILDERS INC.,No,No
41920,61290,ICL. 50 NEVINS STREET,Multifamily Finance Program,2019-03-26T00:00:00.000,2022-04-13T00:00:00.000,129,0,129.0,129,8164.0,ICL NEVINS STREET APARTMENTS L.P.,MEGA CONTRACTING GROUP LLC,No,No
41919,61297,WILFRID ABCO,Multifamily Finance Program,2017-06-28T00:00:00.000,2021-02-17T00:00:00.000,190,0,190.0,190,22459.0,WILFRID PROPERTIES LLC,MEGA CONTRACTING GROUP LLC,No,No
41998,61357,600 EAST 156TH STREET,Multifamily Finance Program,2017-12-28T00:00:00.000,2022-04-07T00:00:00.000,175,0,175.0,175,0.0,600 ASSOCIATES LLC,MEGA CONTRACTING GROUP LLC,No,No
42024,61388,ESSEX CROSSING - SITE 4,Multifamily Finance Program,2017-12-29T00:00:00.000,2020-09-02T00:00:00.000,121,0,121.0,263,183196.0,SITE 4 DSA OWNER LLC,TG NICKEL,No,No
42052,61405,THE GILBERT,Multifamily Finance Program,2017-04-05T00:00:00.000,2020-06-22T00:00:00.000,153,0,153.0,153,0.0,THE GILBERT ON FIRST,PROCIDA CONSTRUCTION CORP.,No,No
42212,61575,HARRY T. NANCE APARTMENTS,Multifamily Finance Program,2018-04-27T00:00:00.000,,67,0,67.0,67,0.0,ATLANTIC EAST APARTMENTS LLC,Galaxy,No,No
42218,61587,601 WEST 148TH STREET PROJECT,Multifamily Finance Program,2019-07-02T00:00:00.000,2022-05-31T00:00:00.000,0,20,20.0,20,1363.0,HIRSCHEN SINGER & EPSTEIN LLP,FG-PH Corporation,No,No
42222,61593,NOTRE DAME HDFC.HUDMF.FY18,Multifamily Finance Program,2017-09-29T00:00:00.000,2019-02-19T00:00:00.000,98,0,98.0,98,0.0,NOTRE DAME HOUSING DEVELOPMENT FUND COMPANY,"BD CONSTRUCTION & BUILDERS, INC.",No,No
42240,61608,RAVEN HALL TOWER,Multifamily Finance Program,2018-10-25T00:00:00.000,,216,0,216.0,216,8823.0,RAVEN HALL MODERATE LLC,WEST 20TH CONSTRUCTION LLC,No,No
42239,61609,CONFIDENTIAL,Multifamily Finance Program,2017-06-28T00:00:00.000,2019-10-15T00:00:00.000,0,0,0.0,0,0.0,-,LETTIRE CONSTRUCTION CORP.,No,No
42243,61610,569 PROSPECT,Small Homes Program,2017-06-27T00:00:00.000,,45,0,45.0,45,7085.0,VALDESIA GARDENS,BAEZ HUGHES DEVELOPMENT,No,No
42242,61611,CONCOURSE VILLAGE WEST,Multifamily Finance Program,2017-06-28T00:00:00.000,,265,0,265.0,265,5595.0,CONCOURSE VILLAGE WEST OWNER LLC,Joy Construction Corp.,No,No
42241,61612,EBENEZER PLAZA PHASE 1A,Multifamily Finance Program,2018-06-22T00:00:00.000,,197,0,197.0,197,0.0,EBENEZER PLAZA OWNER LLC,PROCIDA-BUTZ,No,No
42247,61616,QUINCY SENIOR RESIDENCES LP.HRP.FY21,Multifamily Finance Program,2021-02-04T00:00:00.000,,0,0,,94,0.0,"QUINCY SENIOR RESIDENCES, LP","Two Brothers Construction, LLC",No,No
42258,61625,JERICHO RESIDENCE V HDFC.YR15.FY18,Multifamily Finance Program,2018-06-27T00:00:00.000,,52,0,52.0,52,0.0,JERICHO RESIDENCE V HDFC,ZAMAN CONSTRUCTION CORP.,Yes,No
42256,61629,PENCER HOUSE HDFC.YR15.FY24,Multifamily Finance Program,2023-09-12T00:00:00.000,2025-09-12T00:00:00.000,40,0,40.0,40,0.0,PENCER HOUSE HDFC,A.A.D. CONSTRUCTION CORP.,No,No
42269,61639,FULTON JEFFERSON HDFC.YR15.FY18,Multifamily Finance Program,2017-12-07T00:00:00.000,,107,0,107.0,107,0.0,FULTON JEFFERSON HDFC,ZAMAN CONSTRUCTION CORP.,No,No
42266,61641,CASA PASIVA LLC.YR15.FY19,Multifamily Finance Program,2019-06-20T00:00:00.000,,146,0,146.0,146,0.0,CASA PASIVA LLC,FG-PH Corporation,No,No
42290,61678,PARK HAVEN,Multifamily Finance Program,2019-06-25T00:00:00.000,,178,0,178.0,178,14999.0,"THE COMMUNITY BUILDERS, INC.",MONADNOCK CONSTRUCTION INC,No,No
42318,61701,CITILEAF HDFC,Multifamily Finance Program,2017-06-29T00:00:00.000,2021-03-24T00:00:00.000,50,0,50.0,50,0.0,Friends Quarters Housing Development Fund Corporation,WG MECHANICAL,No,No
42331,61728,BFC. 140 ESSEX ST. ESSEX CROSSING SITE 8,Multifamily Finance Program,2017-11-01T00:00:00.000,2019-12-11T00:00:00.000,93,0,93.0,93,9772.0,SITE 8 DSA OWNER LLC,BFC PARTNERS DEVELOPMENT LLC,No,No
42335,61740,HELP. 771-775 CROTONA PARK NORTH,Multifamily Finance Program,2017-11-15T00:00:00.000,2020-12-16T00:00:00.000,84,0,84.0,84,9019.0,HELP CROTONA PARK LLC,PROCIDA-BUTZ,Yes,No
42353,61765,1761 WALTON AVENUE,Multifamily Finance Program,2022-04-06T00:00:00.000,,103,0,103.0,103,0.0,MHSP WALTON OWNER LLC,PROCIDA CONSTRUCTION CORP.,No,No
42386,61799,SECOND FARMS,Multifamily Finance Program,2018-06-27T00:00:00.000,2022-03-31T00:00:00.000,319,0,319.0,319,11892.0,SECOND FARMS AFFORDABLE LLC,MONADNOCK CONSTRUCTION INC,No,No
42505,61837,9 FORT WASHINGTON AVENUE CLUSTER,Multifamily Finance Program,2018-06-25T00:00:00.000,2018-06-19T00:00:00.000,0,44,44.0,44,0.0,NIXON PEABODY,FG-PH Corporation,No,No
42509,61840,LENOX AVENUE CLUSTER (ANCP),Multifamily Finance Program,2019-12-03T00:00:00.000,,0,55,55.0,55,2441.0,LENOX AVENUE DEVELOPER LLC,Avante Contracting Corp.,No,No
42507,61841,WSFSSH.570 EAST 137TH STREET.MILLBROOK TERRACE,Multifamily Finance Program,2017-06-29T00:00:00.000,2019-12-30T00:00:00.000,159,0,159.0,159,0.0,MILL BROOK TERRACE L.P.,PROCIDA-BUTZ,Yes,No
42508,61842,BFC. 118 ST EDWARDS STREET. INGERSOLL SENIOR RESIDENCES,Multifamily Finance Program,2017-06-28T00:00:00.000,2020-01-27T00:00:00.000,146,0,146.0,146,0.0,INGERSOLL SENIOR PARTNERS LLC,INGERSOLL BUILDERS LLC,Yes,No
42514,61847,KINGSBRIDGEARMSINC.HRP.FY17,Multifamily Finance Program,2017-06-28T00:00:00.000,,0,104,104.0,104,0.0,KINGSBRIDGE ARMS INC.,ROMO CONSTRUCTION CORP.,No,No
42515,61848,HIGHLAWN TERRACE INC. (LOAN II),Multifamily Finance Program,2017-06-29T00:00:00.000,2019-06-24T00:00:00.000,0,125,125.0,125,0.0,HIGHLAWN TERRACE INC,XINOS CONSTRUCTION CORP,No,No
42516,61849,TRACEY TOWERS.HRP.FY18,Multifamily Finance Program,2017-12-20T00:00:00.000,2019-08-14T00:00:00.000,871,0,871.0,871,600.0,TRACEY TOWER ASSOCIATES,BP ELEVATOR CO,No,No
42557,61875,1199 HOUSING CORP.PLP.FY19,Multifamily Finance Program,2019-06-28T00:00:00.000,,0,1594,1594.0,1594,41031.0,1199 HOUSING CORPORATION,SKYLINE RESTORATION INC.,No,No
42556,61877,464-68 W 51 ST HDFC.GHPP.FY19,Multifamily Finance Program,2019-01-23T00:00:00.000,,0,11,11.0,11,1616.0,464-68 W 51ST HDFC,Heat Inc,No,No
42579,61903,1193 FULTON AVENUE,Small Homes Program,2017-07-27T00:00:00.000,2020-05-29T00:00:00.000,25,0,25.0,25,0.0,1193 FULTON RESIDENCE LLC,APEX BUILDING COMPANY INC.,No,No
42592,61931,HUNTERS POINT SOUTH PARCEL C -NORTH TOWER,Multifamily Finance Program,2018-12-26T00:00:00.000,2021-11-29T00:00:00.000,535,0,535.0,800,8071.0,52-03 CENTER LLC,52-03 CENTER GC LLC,No,No
42632,61967,ACACIA. 128 EAST 112TH ST. VIRGINIA HOUSE,Multifamily Finance Program,2018-12-05T00:00:00.000,,57,0,57.0,57,0.0,VIRGINIA HOUSE RESIDENCES LLC,A. ALEEM CONSTRUCTION INC.,Yes,No
20367,62039,Webster Commons Building E,Multifamily Finance Program,2013-12-19T00:00:00.000,2017-10-10T00:00:00.000,0,0,80.0,80,0.0,Webster Building E Realty LLC,JOY CONSTRUCTION CORPORATION,No,No
42752,62057,32-34 PUTNAM AVENUE CLUSTER PHASE I,Multifamily Finance Program,2019-12-05T00:00:00.000,,5,13,18.0,18,2736.0,PUTNAM CLUSTER HDFC,NOTIAS CONSTRUCTION INC,No,No
42802,62102,VAN DYKE III,Multifamily Finance Program,2018-12-26T00:00:00.000,2021-06-28T00:00:00.000,180,0,180.0,180,0.0,TRINITY NORTHEAST BROOKLYN LIMITED PARTNERSHIP,MEGA CONTRACTING GROUP LLC,No,No
42810,62108,ESSEX CROSSING - SITE 3,Multifamily Finance Program,2018-04-12T00:00:00.000,2021-12-06T00:00:00.000,0,0,,83,199657.0,SITE 3 DSA OWNER LLC,TRITON CONSTRUCTION COMPANY LLC,No,No
