Project ID,Project Name,Project Start Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Program Group,Project Completion Date,Extended Affordability Status,Planned Tax Benefit,BIN_str,earliest_dob_date,earliest_dob_date_source,fully_permitted_date,BBL_str,count_nb_bisweb_01_matched,count_new_building_dobnow_i1_matched,earliest_co_date
63289,ARKER. 888 FOUNTAIN AVE. BUILDING B1,2017-11-02T00:00:00.000,1014975,10,SCHROEDERS WALK,Brooklyn,11239,3045860202,3424763,BK-05,42,107001,BK0504,40.657958,-73.867096,40.657676,-73.867489,2020-11-19T00:00:00.000,New Construction,No,Prevailing Wage,199.0,,,,,1.0,,199.0,1.0,,,,,,200.0,,200.0,200,Multifamily Finance Program,,No,420c,3424763,2017-06-21,pre__filing_date,2018-03-23,3045860202,1,0,2020-11-19 00:00:00
63345,888 FOUNTAIN AVENUE BUILDING B3,2017-11-02T00:00:00.000,979242,881,ERSKINE STREET,Brooklyn,11239,3045860204,3424570,BK-05,42,107001,BK0504,40.657051,-73.868395,40.657558,-73.86803,2020-12-11T00:00:00.000,New Construction,No,Non Prevailing Wage,15.0,15.0,113.0,,,1.0,36.0,64.0,22.0,22.0,,,,,144.0,,144.0,144,Multifamily Finance Program,2020-12-11T00:00:00.000,No,420c,3424570,2017-05-17,pre__filing_date,2018-03-23,3045860204,1,0,2020-12-11 00:00:00
63367,CUCS. 302-314 W 127TH STREET. KELLY HOTEL,2018-06-26T00:00:00.000,982777,310,WEST 127 STREET,Manhattan,10027,1019530036,1091680,MN-10,9,215,MN1002,40.811626,-73.950603,40.81156,-73.951011,2020-12-29T00:00:00.000,New Construction,No,Prevailing Wage,71.0,,45.0,,,1.0,57.0,24.0,31.0,5.0,,,,,117.0,,117.0,117,Multifamily Finance Program,2020-12-29T00:00:00.000,No,420c,1091680,2018-02-15,pre__filing_date,2019-03-18,1019530036,1,0,2021-11-10 00:00:00
63734,BRISA. 1488 NY AVE. BPHN SENIOR RESIDENCES,2018-10-18T00:00:00.000,927013,1488,NEW YORK AVENUE,Brooklyn,11210,3049967501,3336201,BK-17,45,78802,BK1702,40.636835,-73.945176,40.636656,-73.945465,2021-03-01T00:00:00.000,New Construction,No,Prevailing Wage,88.0,,,,,1.0,88.0,1.0,,,,,,,89.0,,89.0,89,Multifamily Finance Program,2021-03-01T00:00:00.000,No,420c,3336201,2017-08-15,pre__filing_date,2019-01-15,3049967501,1,0,2021-03-01 00:00:00
63751,MOSHOLU GRAND,2018-06-22T00:00:00.000,927005,150,VAN CORTLANDT AVENUE EAST,Bronx,10458,2033137501,2129326,BX-07,11,413,BX0702,40.87704,-73.884514,40.876732,-73.884515,2020-08-13T00:00:00.000,New Construction,No,Non Prevailing Wage,16.0,15.0,97.0,23.0,,1.0,12.0,70.0,44.0,26.0,,,,,152.0,,152.0,152,Multifamily Finance Program,2020-08-13T00:00:00.000,No,Article XI,2129326,2016-11-28,pre__filing_date,2018-04-11,2033137501,1,0,2020-08-13 00:00:00
63757,SPOFFORD DETENTION CENTER PHASE 2,2023-06-28T00:00:00.000,1008198,1223,SPOFFORD AVENUE,Bronx,10474,2027380002,2000000,BX-02,17,9301,BX0201,40.813898,-73.890537,40.814757,-73.889915,,New Construction,No,Non Prevailing Wage,54.0,58.0,111.0,,,1.0,56.0,86.0,40.0,42.0,,,,,224.0,,224.0,224,Multifamily Finance Program,,No,420c,2000000,2020-11-20,pre__filing_date,2024-03-13,2027380002,1,0,
63757,SPOFFORD DETENTION CENTER PHASE 2,2023-06-28T00:00:00.000,1008199,1217,SPOFFORD AVENUE,Bronx,10474,,,BX-02,17,9301,BX0201,40.813885,-73.890628,,,,New Construction,No,Non Prevailing Wage,32.0,34.0,68.0,,,1.0,26.0,22.0,58.0,23.0,6.0,,,,135.0,,135.0,135,Multifamily Finance Program,,No,420c,nan,2003-12-26,pre__filing_date,2014-08-12,,1,0,
63761,168TH STREET GARAGE,2018-06-29T00:00:00.000,1000088,92-23,168 STREET,Queens,11433,4102097501,4617186,QN-12,27,444,QN1201,40.705757,-73.792164,40.705591,-73.791666,2021-10-14T00:00:00.000,New Construction,No,Non Prevailing Wage,20.0,39.0,193.0,134.0,,1.0,38.0,160.0,165.0,24.0,,,,,387.0,,387.0,387,Multifamily Finance Program,2023-10-10T00:00:00.000,No,Article XI,4617186,2017-08-07,pre__filing_date,2019-04-08,4102097501,1,0,2021-10-14 15:28:28
63763,CONEY ISLAND PHASE 1 (L&M),2018-06-29T00:00:00.000,984726,2926,WEST 19 STREET,Brooklyn,11224,3070607501,3426189,BK-13,47,326,BK1302,40.576052,-73.985756,40.575734,-73.986242,2021-12-06T00:00:00.000,New Construction,No,Non Prevailing Wage,90.0,89.0,244.0,22.0,,1.0,113.0,175.0,121.0,37.0,,,,,446.0,,446.0,446,Multifamily Finance Program,2023-05-01T00:00:00.000,No,420c,3426189,2018-03-09,pre__filing_date,2018-12-18,3070607501,1,0,2021-10-28 09:13:50
63764,CONEY ISLAND PHASE 2,2021-12-22T00:00:00.000,1000227,1607,SURF AVENUE,Brooklyn,11224,,,BK-13,47,326,BK1302,40.575401,-73.983636,,,2024-04-05T00:00:00.000,New Construction,No,Non Prevailing Wage,94.0,94.0,148.0,39.0,,1.0,94.0,105.0,151.0,26.0,,,,,376.0,,376.0,376,Multifamily Finance Program,,No,420c,nan,2003-12-26,pre__filing_date,2014-08-12,,0,0,
63765,CONEY ISLAND PHASE 3,2025-06-26T00:00:00.000,1013804,1709,SURF AVENUE,Brooklyn,11224,3070610027,3189580,BK-13,47,326,BK1302,40.575284,-73.984708,40.575555,-73.985245,,New Construction,No,Non Prevailing Wage,110.0,100.0,209.0,,,1.0,107.0,107.0,175.0,31.0,,,,,420.0,,420.0,420,Multifamily Finance Program,,No,Article XI,3189580,2023-09-27,filing_date,,3070610027,0,0,
63766,1001 WHITLOCK AVENUE,2023-06-29T00:00:00.000,1004608,1001,WHITLOCK AVENUE,Bronx,10459,2027560085,2000000,BX-02,17,119,BX0202,40.823427,-73.887057,40.824204,-73.887052,,New Construction,No,Non Prevailing Wage,72.0,61.0,131.0,,,1.0,59.0,109.0,84.0,13.0,,,,,265.0,,265.0,265,Multifamily Finance Program,,No,420c,2000000,2017-09-06,pre__filing_date,2023-10-17,2027560085,1,0,
63768,UPS. 1415 OGDEN AVENUE,2024-08-21T00:00:00.000,975398,1415,OGDEN AVENUE,Bronx,10452,2025360029,2003566,BX-04,16,201,BX0402,40.84309,-73.923798,40.843027,-73.924102,,New Construction,No,Non Prevailing Wage,59.0,,25.0,,,1.0,23.0,32.0,19.0,11.0,,,,,85.0,,85.0,85,Multifamily Finance Program,,No,420c,2003566,2019-02-11,pre__filing_date,,2025360029,1,0,
63769,LINWOOD PARK APARTMENTS,2018-06-28T00:00:00.000,976030,3002,ATLANTIC AVENUE,Brooklyn,11208,3039710019,3000000,BK-05,37,1168,BK0501,40.678249,-73.883607,40.678012,-73.88333,2020-11-04T00:00:00.000,New Construction,No,Non Prevailing Wage,38.0,2.0,59.0,,,1.0,25.0,25.0,34.0,16.0,,,,,100.0,,100.0,100,Multifamily Finance Program,2020-11-10T00:00:00.000,No,420c,3000000,2017-06-29,pre__filing_date,2018-07-31,3039710019,1,0,
63771,700 MANIDA STREET,2018-06-27T00:00:00.000,984735,700,MANIDA STREET,Bronx,10474,2027630108,2128935,BX-02,17,9301,BX0201,40.814412,-73.888365,40.814623,-73.888065,2021-06-29T00:00:00.000,New Construction,No,Non Prevailing Wage,46.0,29.0,32.0,,,1.0,25.0,44.0,19.0,20.0,,,,,108.0,,108.0,108,Multifamily Finance Program,2021-06-29T00:00:00.000,No,420c,2128935,2017-10-27,pre__filing_date,2018-08-20,2027630108,1,0,2021-06-29 13:18:14
63772,BRONX POINT A,2020-12-29T00:00:00.000,975365,65,EAST 149 STREET,Bronx,10451,2023567501,2000000,BX-04,8,6301,BX0401,40.819556,-73.931304,40.820256,-73.931462,2023-11-02T00:00:00.000,New Construction,No,Non Prevailing Wage,163.0,108.0,162.0,108.0,,1.0,135.0,192.0,122.0,93.0,,,,,542.0,,542.0,542,Multifamily Finance Program,2024-11-21T00:00:00.000,No,,2000000,,,,2023567501,0,0,
63774,ST. FRANCIS,2021-06-24T00:00:00.000,997258,1544,SHAKESPEARE AVENUE,Bronx,10452,2028720148,2129668,BX-05,14,21301,BX0501,40.845717,-73.919234,40.845725,-73.918937,2024-01-09T00:00:00.000,New Construction,No,Non Prevailing Wage,42.0,24.0,49.0,,,1.0,28.0,47.0,35.0,6.0,,,,,116.0,,116.0,116,Multifamily Finance Program,2024-01-09T00:00:00.000,No,420c,2129668,2019-05-29,pre__filing_date,2021-09-20,2028720148,1,0,2024-01-09 15:52:24
63775,BEACH GREEN DUNES - PHASE 2,2017-12-15T00:00:00.000,957258,4519,ROCKAWAY BEACH BOULEVARD,Queens,11691,4158537502,4617504,QN-14,31,97204,QN1402,40.593595,-73.776547,40.59322,-73.776977,2019-11-07T00:00:00.000,New Construction,No,Non Prevailing Wage,26.0,25.0,75.0,,,1.0,20.0,59.0,36.0,12.0,,,,,127.0,,127.0,127,Multifamily Finance Program,2019-11-07T00:00:00.000,No,420c,4617504,2017-09-07,pre__filing_date,2018-03-09,4158537502,1,0,2019-11-07 00:00:00
63776,EBENEZER PLAZA PHASE II,2022-06-29T00:00:00.000,991993,589,CHRISTOPHER AVENUE,Brooklyn,11212,3038610001,3428616,BK-16,42,920,BK1602,40.657206,-73.902652,40.657384,-73.902205,2025-06-13T00:00:00.000,New Construction,No,Non Prevailing Wage,53.0,51.0,103.0,,,1.0,16.0,116.0,60.0,16.0,,,,,208.0,,208.0,208,Multifamily Finance Program,,No,420c,3428616,2019-09-09,pre__filing_date,2022-07-12,3038610001,1,0,2025-06-13 15:36:12
63777,APEX PLACE,2019-06-26T00:00:00.000,1008644,62-11,108 STREET,Queens,11375,4021597501,4619475,QN-06,24,745,QN0602,40.73653,-73.851437,40.736965,-73.850733,2022-05-19T00:00:00.000,New Construction,No,Non Prevailing Wage,19.0,37.0,37.0,90.0,,,16.0,74.0,77.0,16.0,,,,,183.0,,183.0,183,Multifamily Finance Program,2023-01-30T00:00:00.000,No,Article XI,4619475,2018-04-23,pre__filing_date,2019-12-26,4021597501,1,0,2022-03-14 14:38:01
63777,APEX PLACE,2019-06-26T00:00:00.000,1008645,108-60,HORACE HARDING EXPWY,Queens,11375,,,QN-06,24,745,QN0602,40.737954,-73.849006,,,2022-12-30T00:00:00.000,New Construction,No,Non Prevailing Wage,14.0,29.0,28.0,72.0,,1.0,12.0,48.0,73.0,11.0,,,,,144.0,,144.0,144,Multifamily Finance Program,2023-01-30T00:00:00.000,No,Article XI,nan,2003-12-26,pre__filing_date,2014-08-12,,0,0,
63777,APEX PLACE,2019-06-26T00:00:00.000,1008646,108-75,62 DRIVE,Queens,11375,4021597501,4619735,QN-06,24,745,QN0602,40.736236,-73.849168,40.736658,-73.848936,2023-01-30T00:00:00.000,New Construction,No,Non Prevailing Wage,11.0,23.0,23.0,58.0,,,11.0,46.0,46.0,12.0,,,,,115.0,,115.0,115,Multifamily Finance Program,2023-01-30T00:00:00.000,No,Article XI,4619735,2018-04-23,pre__filing_date,2020-05-12,4021597501,1,0,2022-03-15 08:53:02
63799,VICTORY COMMONS,2020-08-11T00:00:00.000,989112,1007,UNION AVENUE,Bronx,10459,2026690080,2129155,BX-03,17,133,BX0301,40.824022,-73.901339,40.824152,-73.901801,2023-06-28T00:00:00.000,New Construction,No,Non Prevailing Wage,18.0,17.0,44.0,15.0,,1.0,6.0,48.0,33.0,8.0,,,,,95.0,,95.0,95,Multifamily Finance Program,2023-06-28T00:00:00.000,No,420c,2129155,2017-04-06,pre__filing_date,2021-03-03,2026690080,1,0,2023-06-28 17:12:41
63800,THE BRIDGE. 3500 PARK AVE,2018-05-17T00:00:00.000,983972,3500,PARK AVENUE,Bronx,10456,2023890020,2129140,BX-03,16,145,BX0302,40.831359,-73.908259,40.83143,-73.907814,2020-10-16T00:00:00.000,New Construction,No,Non Prevailing Wage,69.0,8.0,37.0,,,1.0,84.0,,31.0,,,,,,115.0,,115.0,115,Multifamily Finance Program,2020-10-16T00:00:00.000,No,420c,2129140,2017-08-03,pre__filing_date,2018-05-22,2023890020,1,0,2020-10-16 00:00:00
63877,TYPE A. 1490 SOUTHERN BLVD. MWBE RFP SITE E,2018-12-26T00:00:00.000,997082,1490,SOUTHERN BOULEVARD,Bronx,10460,2029810014,2010571,BX-03,17,157,BX0303,40.833248,-73.890198,40.833308,-73.889786,2020-12-18T00:00:00.000,New Construction,No,Prevailing Wage,114.0,,,,,1.0,75.0,39.0,1.0,,,,,,115.0,,115.0,115,Multifamily Finance Program,2020-12-18T00:00:00.000,No,420c,2010571,2017-12-21,pre__filing_date,2019-03-13,2029810014,1,0,2020-12-18 00:00:00
63880,PRC TIFFANY STREET,2018-06-25T00:00:00.000,984611,975,TIFFANY STREET,Bronx,10459,2027137501,2129167,BX-02,17,159,BX0202,40.822145,-73.894903,40.822151,-73.895264,2020-11-30T00:00:00.000,New Construction,No,Non Prevailing Wage,46.0,40.0,74.0,,,1.0,11.0,83.0,42.0,25.0,,,,,161.0,,161.0,161,Multifamily Finance Program,2020-11-30T00:00:00.000,No,Article XI,2129167,2017-09-27,pre__filing_date,2018-07-31,2027137501,1,0,2020-11-30 00:00:00
63886,MWBE SITE C - 1510-1524 BROADWAY,2022-06-21T00:00:00.000,998370,1510,BROADWAY,Brooklyn,11221,3014890011,3039905,BK-16,41,373,BK1601,40.686811,-73.917364,40.686611,-73.917479,2024-09-03T00:00:00.000,New Construction,No,Non Prevailing Wage,10.0,44.0,53.0,,,1.0,9.0,45.0,41.0,13.0,,,,,108.0,,108.0,108,Multifamily Finance Program,,No,420c,3039905,2019-06-14,pre__filing_date,2022-11-21,3014890011,1,0,2024-09-03 11:56:59
63913,BEDFORD ARMS,2017-12-28T00:00:00.000,995417,1336,BEDFORD AVENUE,Brooklyn,11216,3012050127,3425093,BK-08,35,221,BK0802,40.677658,-73.952793,40.677702,-73.95315,2022-02-22T00:00:00.000,New Construction,No,Non Prevailing Wage,,19.0,28.0,,46.0,1.0,,59.0,26.0,9.0,,,,,94.0,,94.0,94,Multifamily Finance Program,2022-03-25T00:00:00.000,No,Article XI,3425093,2017-08-16,pre__filing_date,2018-06-07,3012050127,1,0,2020-04-28 00:00:00
63933,SUS. 461 ALABAMA AVENUE. MWBE SITE A.,2020-07-31T00:00:00.000,992262,461,ALABAMA AVENUE,Brooklyn,11207,3038030006,3429520,BK-05,42,1130,BK0503,40.664864,-73.896964,40.664883,-73.896686,2022-10-28T00:00:00.000,New Construction,No,Non Prevailing Wage,43.0,11.0,16.0,,,1.0,55.0,14.0,2.0,,,,,,71.0,,71.0,71,Multifamily Finance Program,2022-10-28T00:00:00.000,No,420c,3429520,2019-04-15,pre__filing_date,2020-09-10,3038030006,1,0,2022-10-28 16:26:13
63974,SENDERO VERDE A,2021-06-24T00:00:00.000,972163,50,EAST 112 STREET,Manhattan,10029,1016177502,1000000,MN-11,8,17402,MN1101,40.797129,-73.945972,40.796772,-73.946059,2025-02-06T00:00:00.000,New Construction,No,Non Prevailing Wage,88.0,51.0,69.0,139.0,,1.0,87.0,154.0,78.0,29.0,,,,,348.0,,348.0,348,Multifamily Finance Program,,No,Article XI,1000000,,,,1016177502,1,0,
64027,SENDERO VERDE B,2019-06-27T00:00:00.000,1010356,60,EAST 112 STREET,Manhattan,10029,1016177502,1091648,MN-11,8,17402,MN1101,40.796931,-73.945507,40.796772,-73.946059,2022-06-27T00:00:00.000,New Construction,No,Non Prevailing Wage,108.0,72.0,108.0,72.0,,1.0,92.0,122.0,100.0,47.0,,,,,361.0,,361.0,361,Multifamily Finance Program,2023-04-13T00:00:00.000,No,420c,1091648,2019-01-31,pre__filing_date,2019-08-30,1016177502,1,0,2022-06-27 13:01:57
64114,BLONDELL COMMONS,2023-06-30T00:00:00.000,1009440,1338,BLONDELL AVENUE,Bronx,10461,2041340001,2000000,BX-11,13,284,BX1161,40.841791,-73.842048,40.842085,-73.841693,,New Construction,No,Non Prevailing Wage,91.0,22.0,68.0,,,1.0,46.0,81.0,33.0,22.0,,,,,182.0,,182.0,182,Multifamily Finance Program,,No,420c,2000000,2021-01-21,pre__filing_date,2023-10-04,2041340001,1,0,
64232,RADROC,2019-12-20T00:00:00.000,982787,19-38,CORNAGA AVENUE,Queens,11691,4155610058,4617904,QN-14,31,101003,QN1401,40.602296,-73.752541,40.602732,-73.752464,2025-05-28T00:00:00.000,New Construction,No,Non Prevailing Wage,18.0,74.0,80.0,,,1.0,39.0,80.0,48.0,6.0,,,,,173.0,,173.0,173,Multifamily Finance Program,2025-05-28T00:00:00.000,No,420c,4617904,2004-03-26,pre__filing_date,2005-03-02,4155610058,2,0,2022-04-25 09:43:11
64232,RADROC,2019-12-20T00:00:00.000,988401,1018,BEACH 20 STREET,Queens,11691,4155610008,4617912,QN-14,31,101003,QN1401,40.602824,-73.753206,40.60281,-73.752907,2025-05-28T00:00:00.000,New Construction,No,Non Prevailing Wage,7.0,27.0,46.0,,,,18.0,38.0,17.0,7.0,,,,,80.0,,80.0,80,Multifamily Finance Program,2025-05-28T00:00:00.000,No,420c,4617912,2019-02-07,pre__filing_date,2020-09-21,4155610008,1,0,2022-05-24 09:32:25
64252,LINDEN TERRACE BUILDING 1,2018-06-25T00:00:00.000,984242,2858,LINDEN BOULEVARD,Brooklyn,11208,3044967501,3425088,BK-05,42,1220,BK0505,40.670044,-73.858687,40.669602,-73.858536,2024-04-16T00:00:00.000,New Construction,No,Non Prevailing Wage,48.0,48.0,138.0,,,1.0,38.0,99.0,76.0,22.0,,,,,235.0,,235.0,235,Multifamily Finance Program,2024-04-16T00:00:00.000,No,Article XI,3425088,2017-09-29,pre__filing_date,2018-11-05,3044967501,1,0,2021-05-21 08:41:42
64383,1921 ATLANTIC AVE,2020-08-19T00:00:00.000,185836,1921,ATLANTIC AVENUE,Brooklyn,11233,3015577501,3000000,BK-03,41,301,BK1601,40.676877,-73.920408,40.677262,-73.920494,2022-12-20T00:00:00.000,New Construction,No,Non Prevailing Wage,60.0,58.0,117.0,,,,52.0,79.0,59.0,45.0,,,,,235.0,,235.0,236,Multifamily Finance Program,2024-05-14T00:00:00.000,No,420c,3000000,2019-04-03,pre__filing_date,2020-12-16,3015577501,1,0,
64406,1184 RIVER AVE,2019-06-27T00:00:00.000,989393,1160,RIVER AVENUE,Bronx,10452,,,BX-04,16,197,BX0401,40.834619,-73.921932,,,2024-01-10T00:00:00.000,New Construction,No,Non Prevailing Wage,62.0,51.0,136.0,,,1.0,57.0,112.0,51.0,30.0,,,,,250.0,,250.0,250,Multifamily Finance Program,,No,420c,nan,2003-12-26,pre__filing_date,2014-08-12,,0,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991851,429,VANDALIA AVENUE,Brooklyn,11239,3044520110,3000000,BK-05,42,107001,BK0504,40.654644,-73.87586,40.654815,-73.876829,2024-10-30T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,,1.0,7.0,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-09-03,pre__filing_date,2022-12-20,3044520110,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991858,71,GATEWAY DRIVE,Brooklyn,11239,3044520237,3000000,BK-05,42,107001,BK0504,40.654333,-73.877782,40.654448,-73.877551,2024-12-11T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,,1.0,7.0,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-09-03,pre__filing_date,2022-12-20,3044520237,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991859,77,GATEWAY DRIVE,Brooklyn,11239,3044520236,3000000,BK-05,42,107001,BK0504,40.654204,-73.877789,40.654335,-73.877533,2024-12-13T00:00:00.000,New Construction,No,Non Prevailing Wage,6.0,2.0,,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-09-03,pre__filing_date,2022-12-20,3044520236,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991860,79,GATEWAY DRIVE,Brooklyn,11239,3044520234,3000000,BK-05,42,107001,BK0504,40.65416,-73.877789,40.654247,-73.877537,2024-12-10T00:00:00.000,New Construction,No,Non Prevailing Wage,,8.0,,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-09-03,pre__filing_date,2022-12-20,3044520234,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991861,81,GATEWAY DRIVE,Brooklyn,11239,3044520233,3000000,BK-05,42,107001,BK0504,40.654116,-73.877786,40.654157,-73.877544,2024-12-02T00:00:00.000,New Construction,No,Non Prevailing Wage,5.0,3.0,,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-09-03,pre__filing_date,2022-12-20,3044520233,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991862,83,GATEWAY DRIVE,Brooklyn,11239,3044520232,3000000,BK-05,42,107001,BK0504,40.654072,-73.877782,40.654069,-73.877494,2024-12-02T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-08-28,pre__filing_date,2022-12-21,3044520232,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991863,85,GATEWAY DRIVE,Brooklyn,11239,3044520231,3000000,BK-05,42,107001,BK0504,40.654028,-73.877779,40.653954,-73.877487,2024-11-25T00:00:00.000,New Construction,No,Non Prevailing Wage,4.0,4.0,,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-09-03,pre__filing_date,2022-12-20,3044520231,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991864,87,GATEWAY DRIVE,Brooklyn,11239,3044520230,3000000,BK-05,42,107001,BK0504,40.653987,-73.877775,40.653849,-73.877465,2024-11-25T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,1.0,1.0,6.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-09-03,pre__filing_date,2022-12-20,3044520230,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991865,89,GATEWAY DRIVE,Brooklyn,11239,3044520229,3000000,BK-05,42,107001,BK0504,40.653943,-73.877768,40.653756,-73.87744,2024-11-25T00:00:00.000,New Construction,No,Non Prevailing Wage,3.0,5.0,,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-09-03,pre__filing_date,2022-12-20,3044520229,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991866,91,GATEWAY DRIVE,Brooklyn,11239,3044520228,3000000,BK-05,42,107001,BK0504,40.653899,-73.877757,40.653668,-73.877404,2024-12-10T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-08-28,pre__filing_date,2022-12-20,3044520228,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991867,93,GATEWAY DRIVE,Brooklyn,11239,3044520227,3000000,BK-05,42,107001,BK0504,40.653858,-73.877747,40.653583,-73.877369,2024-11-25T00:00:00.000,New Construction,No,Non Prevailing Wage,6.0,2.0,,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-08-28,pre__filing_date,2022-12-20,3044520227,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991868,95,GATEWAY DRIVE,Brooklyn,11239,3044520226,3000000,BK-05,42,107001,BK0504,40.653814,-73.877736,40.653498,-73.877326,2024-11-25T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-08-28,pre__filing_date,2022-12-20,3044520226,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991869,406,VANDALIA AVENUE,Brooklyn,11239,3044520204,3000000,BK-05,42,107001,BK0504,40.65456,-73.877097,40.654324,-73.87731,2024-10-24T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,1.0,1.0,6.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-09-03,pre__filing_date,2022-12-20,3044520204,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991870,408,VANDALIA AVENUE,Brooklyn,11239,3044520205,3000000,BK-05,42,107001,BK0504,40.654546,-73.876992,40.654316,-73.877187,2024-10-31T00:00:00.000,New Construction,No,Non Prevailing Wage,5.0,3.0,,,,,1.0,1.0,6.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-09-03,pre__filing_date,2022-12-20,3044520205,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991872,410,VANDALIA AVENUE,Brooklyn,11239,3044520206,3000000,BK-05,42,107001,BK0504,40.654538,-73.876884,40.654313,-73.877068,2024-10-25T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-09-03,pre__filing_date,2022-12-20,3044520206,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991873,412,VANDALIA AVENUE,Brooklyn,11239,3044520207,3000000,BK-05,42,107001,BK0504,40.654532,-73.876776,40.65431,-73.876935,2024-10-25T00:00:00.000,New Construction,No,Non Prevailing Wage,4.0,4.0,,,,,1.0,1.0,6.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-09-03,pre__filing_date,2022-12-20,3044520207,1,0,
64415,SPRING CREEK PHASE 4C,2022-12-22T00:00:00.000,991874,414,VANDALIA AVENUE,Brooklyn,11239,3044520249,3000000,BK-05,42,107001,BK0504,40.654526,-73.876642,40.65423,-73.876621,2024-09-10T00:00:00.000,New Construction,No,Non Prevailing Wage,,,8.0,,,,1.0,1.0,6.0,,,,,,8.0,,8.0,8,Multifamily Finance Program,2024-12-13T00:00:00.000,No,420c,3000000,2019-09-03,pre__filing_date,2022-12-20,3044520249,1,0,
